country,listed_in,country_share,global_share,gap,Cluster
Dominican Republic,Horror Movies,0.3333333333333333,0.01928096320619685,0.3140523701271365,0
Dominican Republic,International Movies,0.3333333333333333,0.14772248884398417,0.18561084448934914,0
Dominican Republic,Thrillers,0.3333333333333333,0.033931127389071315,0.299402205944262,0
East Germany,Children & Family Movies,0.3333333333333333,0.035572956133703794,0.2977603771996295,0
East Germany,Classic Movies,0.3333333333333333,0.00635682411383346,0.32697650921949983,0
East Germany,Comedies,0.3333333333333333,0.08339648059274228,0.24993685274059102,0
Ecuador,Documentaries,1.0,0.04698156100025259,0.9530184389997474,0
Egypt,Action & Adventure,0.05067567567567568,0.049760040414246025,0.0009156352614296537,0
Egypt,Children & Family Movies,0.0033783783783783786,0.035572956133703794,-0.032194577755325415,0
Egypt,Classic Movies,0.02702702702702703,0.00635682411383346,0.020670202913193568,0
Egypt,Comedies,0.19256756756756757,0.08339648059274228,0.10917108697482529,0
Egypt,Crime TV Shows,0.006756756756756757,0.02277511156015829,-0.01601835480340153,0
Egypt,Documentaries,0.006756756756756757,0.04698156100025259,-0.04022480424349583,0
Egypt,Dramas,0.14864864864864866,0.1346720552328029,0.013976593415845756,0
Egypt,Horror Movies,0.010135135135135136,0.01928096320619685,-0.009145828071061714,0
Egypt,Independent Movies,0.016891891891891893,0.043782099856866215,-0.026890207964974322,0
Egypt,International Movies,0.3344594594594595,0.14772248884398417,0.1867369706154753,0
Egypt,International TV Shows,0.05067567567567568,0.061673823356066346,-0.010998147680390667,0
Egypt,Music & Musicals,0.013513513513513514,0.018060116190957314,-0.004546602677443799,0
Egypt,Romantic Movies,0.04054054054054054,0.03039488086217058,0.010145659678369962,0
Egypt,Romantic TV Shows,0.010135135135135136,0.016165698408689064,-0.006030563273553929,0
Egypt,Sports Movies,0.006756756756756757,0.011156015828913025,-0.004399259072156268,0
Egypt,TV Comedies,0.013513513513513514,0.026521848951755495,-0.01300833543824198,0
Egypt,TV Dramas,0.04054054054054054,0.03586764334427886,0.004672897196261683,0
Egypt,TV Horror,0.0033783783783783786,0.0036204428727793212,-0.00024206449440094266,0
Egypt,TV Mysteries,0.006756756756756757,0.0047570935421402715,0.0019996632146164857,0
Egypt,TV Sci-Fi & Fantasy,0.0033783783783783786,0.004251915466868738,-0.0008735370884903598,0
Egypt,Thrillers,0.013513513513513514,0.033931127389071315,-0.0204176138755578,0
Ethiopia,Dramas,0.3333333333333333,0.1346720552328029,0.19866127810053041,0
Ethiopia,Independent Movies,0.3333333333333333,0.043782099856866215,0.2895512334764671,0
Ethiopia,International Movies,0.3333333333333333,0.14772248884398417,0.18561084448934914,0
Finland,Action & Adventure,0.03571428571428571,0.049760040414246025,-0.014045754699960313,0
Finland,British TV Shows,0.03571428571428571,0.012882040919424097,0.022832244794861616,0
Finland,Children & Family Movies,0.03571428571428571,0.035572956133703794,0.0001413295805819184,0
Finland,Comedies,0.07142857142857142,0.08339648059274228,-0.011967909164170856,0
Finland,Crime TV Shows,0.07142857142857142,0.02277511156015829,0.048653459868413136,0
Finland,Documentaries,0.10714285714285714,0.04698156100025259,0.06016129614260455,0
Finland,Dramas,0.07142857142857142,0.1346720552328029,-0.06324348380423148,0
Finland,International Movies,0.21428571428571427,0.14772248884398417,0.0665632254417301,0
Finland,International TV Shows,0.07142857142857142,0.061673823356066346,0.009754748072505079,0
Finland,Kids' TV,0.07142857142857142,0.025090511071819484,0.04633806035675194,0
Finland,Music & Musicals,0.03571428571428571,0.018060116190957314,0.0176541695233284,0
Finland,Sports Movies,0.03571428571428571,0.011156015828913025,0.024558269885372686,0
Finland,TV Comedies,0.07142857142857142,0.026521848951755495,0.04490672247681593,0
Finland,TV Dramas,0.07142857142857142,0.03586764334427886,0.035560928084292565,0
France,Action & Adventure,0.04039301310043668,0.049760040414246025,-0.009367027313809347,5
France,British TV Shows,0.002183406113537118,0.012882040919424097,-0.010698634805886979,5
France,Children & Family Movies,0.025109170305676855,0.035572956133703794,-0.010463785828026938,5
France,Classic Movies,0.006550218340611353,0.00635682411383346,0.00019339422677789372,5
France,Comedies,0.055676855895196505,0.08339648059274228,-0.027719624697545776,5
France,Crime TV Shows,0.025109170305676855,0.02277511156015829,0.002334058745518567,5
France,Cult Movies,0.002183406113537118,0.003915130083354383,-0.0017317239698172648,5
France,Documentaries,0.048034934497816595,0.04698156100025259,0.0010533734975640072,5
France,Docuseries,0.007641921397379912,0.018354803401532373,-0.01071288200415246,5
France,Dramas,0.18231441048034935,0.1346720552328029,0.04764235524754645,5
France,Faith & Spirituality,0.0032751091703056767,0.0037467373915972047,-0.00047162822129152805,5
France,Horror Movies,0.010917030567685589,0.01928096320619685,-0.00836393263851126,5
France,Independent Movies,0.07969432314410481,0.043782099856866215,0.035912223287238594,5
France,International Movies,0.2259825327510917,0.14772248884398417,0.07826004390710753,5
France,International TV Shows,0.04694323144104803,0.061673823356066346,-0.014730591915018312,5
France,Kids' TV,0.04694323144104803,0.025090511071819484,0.02185272036922855,5
France,LGBTQ Movies,0.001091703056768559,0.004883388060958154,-0.0037916850041895952,5
France,Movies,0.001091703056768559,0.00294687210575061,-0.0018551690489820513,5
France,Music & Musicals,0.008733624454148471,0.018060116190957314,-0.009326491736808842,5
France,Reality TV,0.002183406113537118,0.011366506693609498,-0.00918310058007238,5
France,Romantic Movies,0.024017467248908297,0.03039488086217058,-0.006377413613262283,5
France,Romantic TV Shows,0.002183406113537118,0.016165698408689064,-0.013982292295151947,5
France,Sci-Fi & Fantasy,0.010917030567685589,0.015997305716931885,-0.005080275149246296,5
France,Science & Nature TV,0.001091703056768559,0.004546602677443799,-0.0034548996206752404,5
France,Sports Movies,0.013100436681222707,0.011156015828913025,0.0019444208523096817,5
France,Stand-Up Comedy,0.0054585152838427945,0.014481771491117285,-0.00902325620727449,5
France,Stand-Up Comedy & Talk Shows,0.001091703056768559,0.0023574976846004883,-0.0012657946278319294,5
France,TV Action & Adventure,0.006550218340611353,0.008588027279616064,-0.002037808939004711,5
France,TV Comedies,0.026200873362445413,0.026521848951755495,-0.000320975589310081,5
France,TV Dramas,0.02947598253275109,0.03586764334427886,-0.006391660811527769,5
France,TV Horror,0.0032751091703056767,0.0036204428727793212,-0.00034533370247364454,5
France,TV Mysteries,0.002183406113537118,0.0047570935421402715,-0.0025736874286031537,5
France,TV Sci-Fi & Fantasy,0.001091703056768559,0.004251915466868738,-0.0031602124101001794,5
France,TV Thrillers,0.0032751091703056767,0.0027784794139934328,0.0004966297563122439,5
France,Thrillers,0.048034934497816595,0.033931127389071315,0.01410380710874528,5
Georgia,Documentaries,0.2,0.04698156100025259,0.15301843899974743,0
Georgia,Dramas,0.2,0.1346720552328029,0.06532794476719711,0
Georgia,Independent Movies,0.2,0.043782099856866215,0.1562179001431338,0
Georgia,International Movies,0.4,0.14772248884398417,0.2522775111560158,0
Germany,Action & Adventure,0.06457925636007827,0.049760040414246025,0.01481921594583225,0
Germany,British TV Shows,0.011741682974559686,0.012882040919424097,-0.0011403579448644105,0
Germany,Children & Family Movies,0.033268101761252444,0.035572956133703794,-0.0023048543724513496,0
Germany,Comedies,0.0821917808219178,0.08339648059274228,-0.0012046997708244772,0
Germany,Crime TV Shows,0.029354207436399216,0.02277511156015829,0.006579095876240927,0
Germany,Cult Movies,0.007827788649706457,0.003915130083354383,0.003912658566352075,0
Germany,Documentaries,0.0410958904109589,0.04698156100025259,-0.005885670589293686,0
Germany,Docuseries,0.015655577299412915,0.018354803401532373,-0.0026992261021194577,0
Germany,Dramas,0.15655577299412915,0.1346720552328029,0.02188371776132625,0
Germany,Faith & Spirituality,0.0019569471624266144,0.0037467373915972047,-0.0017897902291705904,0
Germany,Horror Movies,0.0136986301369863,0.01928096320619685,-0.005582333069210549,0
Germany,Independent Movies,0.060665362035225046,0.043782099856866215,0.01688326217835883,0
Germany,International Movies,0.18395303326810175,0.14772248884398417,0.03623054442411758,0
Germany,International TV Shows,0.0684931506849315,0.061673823356066346,0.006819327328865157,0
Germany,Kids' TV,0.015655577299412915,0.025090511071819484,-0.009434933772406569,0
Germany,LGBTQ Movies,0.0019569471624266144,0.004883388060958154,-0.0029264408985315397,0
Germany,Movies,0.003913894324853229,0.00294687210575061,0.0009670222191026185,0
Germany,Music & Musicals,0.015655577299412915,0.018060116190957314,-0.0024045388915443985,0
Germany,Reality TV,0.005870841487279843,0.011366506693609498,-0.005495665206329655,0
Germany,Romantic Movies,0.019569471624266144,0.03039488086217058,-0.010825409237904437,0
Germany,Romantic TV Shows,0.0019569471624266144,0.016165698408689064,-0.01420875124626245,0
Germany,Sci-Fi & Fantasy,0.025440313111545987,0.015997305716931885,0.009443007394614102,0
Germany,Science & Nature TV,0.005870841487279843,0.004546602677443799,0.0013242388098360439,0
Germany,Sports Movies,0.009784735812133072,0.011156015828913025,-0.0013712800167799532,0
Germany,Stand-Up Comedy,0.009784735812133072,0.014481771491117285,-0.004697035678984213,0
Germany,Stand-Up Comedy & Talk Shows,0.0019569471624266144,0.0023574976846004883,-0.00040055052217387397,0
Germany,TV Action & Adventure,0.003913894324853229,0.008588027279616064,-0.004674132954762836,0
Germany,TV Comedies,0.009784735812133072,0.026521848951755495,-0.016737113139622423,0
Germany,TV Dramas,0.03718199608610567,0.03586764334427886,0.001314352741826813,0
Germany,TV Mysteries,0.003913894324853229,0.0047570935421402715,-0.0008431992172870427,0
Germany,TV Sci-Fi & Fantasy,0.0019569471624266144,0.004251915466868738,-0.002294968304442124,0
Germany,Thrillers,0.0547945205479452,0.033931127389071315,0.020863393158873887,0
Ghana,Comedies,0.14285714285714285,0.08339648059274228,0.05946066226440057,0
Ghana,Dramas,0.35714285714285715,0.1346720552328029,0.22247080191005425,0
Ghana,Independent Movies,0.14285714285714285,0.043782099856866215,0.09907504300027664,0
Ghana,International Movies,0.35714285714285715,0.14772248884398417,0.20942036829887298,0
Greece,Action & Adventure,0.09523809523809523,0.049760040414246025,0.04547805482384921,0
Greece,British TV Shows,0.09523809523809523,0.012882040919424097,0.08235605431867113,0
Greece,Comedies,0.047619047619047616,0.08339648059274228,-0.035777432973694664,0
Greece,Documentaries,0.047619047619047616,0.04698156100025259,0.0006374866187950287,0
Greece,Docuseries,0.09523809523809523,0.018354803401532373,0.07688329183656287,0
Greece,Dramas,0.14285714285714285,0.1346720552328029,0.008185087624339948,0
Greece,Independent Movies,0.09523809523809523,0.043782099856866215,0.05145599538122902,0
Greece,International Movies,0.047619047619047616,0.14772248884398417,-0.10010344122493656,0
Greece,International TV Shows,0.047619047619047616,0.061673823356066346,-0.01405477573701873,0
Greece,LGBTQ Movies,0.047619047619047616,0.004883388060958154,0.04273565955808946,0
Greece,Movies,0.09523809523809523,0.00294687210575061,0.09229122313234463,0
Greece,Romantic Movies,0.047619047619047616,0.03039488086217058,0.017224166756877036,0
Greece,Sci-Fi & Fantasy,0.047619047619047616,0.015997305716931885,0.03162174190211573,0
Greece,Science & Nature TV,0.047619047619047616,0.004546602677443799,0.04307244494160382,0
Guatemala,Documentaries,0.2,0.04698156100025259,0.15301843899974743,0
Guatemala,Dramas,0.2,0.1346720552328029,0.06532794476719711,0
Guatemala,Independent Movies,0.2,0.043782099856866215,0.1562179001431338,0
Guatemala,International Movies,0.4,0.14772248884398417,0.2522775111560158,0
Hong Kong,Action & Adventure,0.25190839694656486,0.049760040414246025,0.20214835653231883,0
Hong Kong,Children & Family Movies,0.011450381679389313,0.035572956133703794,-0.024122574454314483,0
Hong Kong,Classic Movies,0.003816793893129771,0.00635682411383346,-0.002540030220703689,0
Hong Kong,Comedies,0.12595419847328243,0.08339648059274228,0.04255771788054015,0
Hong Kong,Crime TV Shows,0.007633587786259542,0.02277511156015829,-0.015141523773898748,0
Hong Kong,Cult Movies,0.019083969465648856,0.003915130083354383,0.015168839382294474,0
Hong Kong,Documentaries,0.003816793893129771,0.04698156100025259,-0.04316476710712282,0
Hong Kong,Dramas,0.12595419847328243,0.1346720552328029,-0.00871785675952047,0
Hong Kong,Independent Movies,0.015267175572519083,0.043782099856866215,-0.028514924284347133,0
Hong Kong,International Movies,0.31297709923664124,0.14772248884398417,0.16525461039265707,0
Hong Kong,International TV Shows,0.019083969465648856,0.061673823356066346,-0.04258985389041749,0
Hong Kong,Korean TV Shows,0.003816793893129771,0.006567314978529932,-0.002750521085400161,0
Hong Kong,Music & Musicals,0.003816793893129771,0.018060116190957314,-0.014243322297827543,0
Hong Kong,Romantic Movies,0.03816793893129771,0.03039488086217058,0.0077730580691271305,0
Hong Kong,Romantic TV Shows,0.007633587786259542,0.016165698408689064,-0.008532110622429524,0
Hong Kong,Sci-Fi & Fantasy,0.015267175572519083,0.015997305716931885,-0.0007301301444128019,0
Hong Kong,Sports Movies,0.003816793893129771,0.011156015828913025,-0.007339221935783255,0
Hong Kong,TV Comedies,0.003816793893129771,0.026521848951755495,-0.022705055058625724,0
Hong Kong,TV Dramas,0.015267175572519083,0.03586764334427886,-0.02060046777175978,0
Hong Kong,Thrillers,0.011450381679389313,0.033931127389071315,-0.022480745709682004,0
Hungary,Action & Adventure,0.19047619047619047,0.049760040414246025,0.14071615006194443,0
Hungary,Children & Family Movies,0.047619047619047616,0.035572956133703794,0.012046091485343823,0
Hungary,Dramas,0.2857142857142857,0.1346720552328029,0.1510422304814828,0
Hungary,Horror Movies,0.047619047619047616,0.01928096320619685,0.028338084412850767,0
Hungary,International Movies,0.19047619047619047,0.14772248884398417,0.04275370163220629,0
Hungary,Romantic Movies,0.047619047619047616,0.03039488086217058,0.017224166756877036,0
Hungary,Sci-Fi & Fantasy,0.09523809523809523,0.015997305716931885,0.07924078952116334,0
Hungary,TV Dramas,0.047619047619047616,0.03586764334427886,0.011751404274768756,0
Hungary,Thrillers,0.047619047619047616,0.033931127389071315,0.013687920229976301,0
Iceland,Action & Adventure,0.037037037037037035,0.049760040414246025,-0.01272300337720899,0
Iceland,Crime TV Shows,0.07407407407407407,0.02277511156015829,0.05129896251391578,0
Iceland,Dramas,0.2222222222222222,0.1346720552328029,0.08755016698941931,0
Iceland,Horror Movies,0.037037037037037035,0.01928096320619685,0.017756073830840186,0
Iceland,Independent Movies,0.1111111111111111,0.043782099856866215,0.0673290112542449,0
Iceland,International Movies,0.07407407407407407,0.14772248884398417,-0.0736484147699101,0
Iceland,International TV Shows,0.1111111111111111,0.061673823356066346,0.04943728775504476,0
Iceland,Romantic Movies,0.037037037037037035,0.03039488086217058,0.006642156174866454,0
Iceland,Sci-Fi & Fantasy,0.037037037037037035,0.015997305716931885,0.02103973132010515,0
Iceland,Stand-Up Comedy,0.037037037037037035,0.014481771491117285,0.022555265545919752,0
Iceland,TV Dramas,0.1111111111111111,0.03586764334427886,0.07524346776683224,0
Iceland,TV Mysteries,0.037037037037037035,0.0047570935421402715,0.03227994349489676,0
Iceland,Thrillers,0.07407407407407407,0.033931127389071315,0.040142946685002755,0
India,Action & Adventure,0.04885877318116976,0.049760040414246025,-0.0009012672330762639,2
India,British TV Shows,0.0010699001426533524,0.012882040919424097,-0.011812140776770744,2
India,Children & Family Movies,0.009272467902995721,0.035572956133703794,-0.026300488230708075,2
India,Classic Movies,0.0039229671897289585,0.00635682411383346,-0.002433856924104501,2
India,Comedies,0.1151925820256776,0.08339648059274228,0.03179610143293532,2
India,Crime TV Shows,0.003209700427960057,0.02277511156015829,-0.019565411132198233,2
India,Cult Movies,0.001783166904422254,0.003915130083354383,-0.0021319631789321284,2
India,Documentaries,0.00962910128388017,0.04698156100025259,-0.03735245971637242,2
India,Docuseries,0.003209700427960057,0.018354803401532373,-0.015145102973572315,2
India,Dramas,0.23609129814550642,0.1346720552328029,0.10141924291270352,2
India,Faith & Spirituality,0.0014265335235378032,0.0037467373915972047,-0.0023202038680594016,2
India,Horror Movies,0.012482168330955777,0.01928096320619685,-0.006798794875241073,2
India,Independent Movies,0.059557774607703284,0.043782099856866215,0.01577567475083707,2
India,International Movies,0.30813124108416545,0.14772248884398417,0.16040875224018128,2
India,International TV Shows,0.023537803138373753,0.061673823356066346,-0.03813602021769259,2
India,Kids' TV,0.0042796005706134095,0.025090511071819484,-0.020810910501206075,2
India,LGBTQ Movies,0.0007132667617689016,0.004883388060958154,-0.004170121299189252,2
India,Music & Musicals,0.034236804564907276,0.018060116190957314,0.016176688373949963,2
India,Reality TV,0.0021398002853067048,0.011366506693609498,-0.009226706408302794,2
India,Romantic Movies,0.042796005706134094,0.03039488086217058,0.012401124843963513,2
India,Romantic TV Shows,0.0042796005706134095,0.016165698408689064,-0.011886097838075656,2
India,Sci-Fi & Fantasy,0.0042796005706134095,0.015997305716931885,-0.011717705146318477,2
India,Sports Movies,0.006062767475035664,0.011156015828913025,-0.005093248353877361,2
India,Stand-Up Comedy,0.0021398002853067048,0.014481771491117285,-0.01234197120581058,2
India,Stand-Up Comedy & Talk Shows,0.0010699001426533524,0.0023574976846004883,-0.001287597541947136,2
India,TV Action & Adventure,0.001783166904422254,0.008588027279616064,-0.00680486037519381,2
India,TV Comedies,0.009272467902995721,0.026521848951755495,-0.017249381048759775,2
India,TV Dramas,0.009985734664764621,0.03586764334427886,-0.02588190867951424,2
India,TV Horror,0.0024964336661911554,0.0036204428727793212,-0.0011240092065881659,2
India,TV Mysteries,0.0007132667617689016,0.0047570935421402715,-0.00404382678037137,2
India,TV Sci-Fi & Fantasy,0.0010699001426533524,0.004251915466868738,-0.003182015324215386,2
India,TV Shows,0.0010699001426533524,0.0006735707670287109,0.0003963293756246415,2
India,TV Thrillers,0.0010699001426533524,0.0027784794139934328,-0.0017085792713400804,2
India,Teen TV Shows,0.0003566333808844508,0.002904773932811316,-0.0025481405519268653,2
India,Thrillers,0.03281027104136947,0.033931127389071315,-0.001120856347701843,2
Indonesia,Action & Adventure,0.02586206896551724,0.049760040414246025,-0.023897971448728784,0
Indonesia,Anime Series,0.004310344827586207,0.008082849204344532,-0.0037725043767583254,0
Indonesia,Children & Family Movies,0.02586206896551724,0.035572956133703794,-0.009710887168186553,0
Indonesia,Comedies,0.06465517241379311,0.08339648059274228,-0.018741308178949173,0
Indonesia,Crime TV Shows,0.004310344827586207,0.02277511156015829,-0.01846476673257208,0
Indonesia,Documentaries,0.008620689655172414,0.04698156100025259,-0.03836087134508018,0
Indonesia,Dramas,0.27155172413793105,0.1346720552328029,0.13687966890512815,0
Indonesia,Faith & Spirituality,0.021551724137931036,0.0037467373915972047,0.01780498674633383,0
Indonesia,Horror Movies,0.04310344827586207,0.01928096320619685,0.023822485069665222,0
Indonesia,Independent Movies,0.004310344827586207,0.043782099856866215,-0.039471755029280006,0
Indonesia,International Movies,0.3448275862068966,0.14772248884398417,0.1971050973629124,0
Indonesia,International TV Shows,0.008620689655172414,0.061673823356066346,-0.05305313370089393,0
Indonesia,Kids' TV,0.004310344827586207,0.025090511071819484,-0.020780166244233275,0
Indonesia,Music & Musicals,0.004310344827586207,0.018060116190957314,-0.013749771363371107,0
Indonesia,Romantic Movies,0.11637931034482758,0.03039488086217058,0.085984429482657,0
Indonesia,Romantic TV Shows,0.004310344827586207,0.016165698408689064,-0.011855353581102858,0
Indonesia,Sci-Fi & Fantasy,0.008620689655172414,0.015997305716931885,-0.007376616061759472,0
Indonesia,Sports Movies,0.017241379310344827,0.011156015828913025,0.006085363481431802,0
Indonesia,TV Comedies,0.004310344827586207,0.026521848951755495,-0.022211504124169286,0
Indonesia,TV Dramas,0.008620689655172414,0.03586764334427886,-0.027246953689106446,0
Indonesia,TV Horror,0.004310344827586207,0.0036204428727793212,0.0006899019548068856,0
Iran,Classic Movies,0.09090909090909091,0.00635682411383346,0.08455226679525746,0
Iran,Dramas,0.2727272727272727,0.1346720552328029,0.1380552174944698,0
Iran,Horror Movies,0.09090909090909091,0.01928096320619685,0.07162812770289406,0
Iran,Independent Movies,0.18181818181818182,0.043782099856866215,0.13803608196131562,0
Iran,International Movies,0.2727272727272727,0.14772248884398417,0.12500478388328853,0
Iran,Thrillers,0.09090909090909091,0.033931127389071315,0.056977963520019596,0
Iraq,Documentaries,0.5,0.04698156100025259,0.4530184389997474,0
Iraq,International Movies,0.5,0.14772248884398417,0.3522775111560158,0
Ireland,Action & Adventure,0.031578947368421054,0.049760040414246025,-0.01818109304582497,0
Ireland,British TV Shows,0.05263157894736842,0.012882040919424097,0.03974953802794432,0
Ireland,Children & Family Movies,0.05263157894736842,0.035572956133703794,0.017058622813664624,0
Ireland,Comedies,0.06315789473684211,0.08339648059274228,-0.020238585855900174,0
Ireland,Crime TV Shows,0.021052631578947368,0.02277511156015829,-0.0017224799812109205,0
Ireland,Documentaries,0.06315789473684211,0.04698156100025259,0.01617633373658952,0
Ireland,Dramas,0.15789473684210525,0.1346720552328029,0.023222681609302354,0
Ireland,Faith & Spirituality,0.010526315789473684,0.0037467373915972047,0.00677957839787648,0
Ireland,Horror Movies,0.031578947368421054,0.01928096320619685,0.012297984162224204,0
Ireland,Independent Movies,0.07368421052631578,0.043782099856866215,0.029902110669449568,0
Ireland,International Movies,0.12631578947368421,0.14772248884398417,-0.02140669937029996,0
Ireland,International TV Shows,0.031578947368421054,0.061673823356066346,-0.030094875987645292,0
Ireland,Kids' TV,0.05263157894736842,0.025090511071819484,0.027541067875548934,0
Ireland,Romantic Movies,0.042105263157894736,0.03039488086217058,0.011710382295724155,0
Ireland,Sports Movies,0.021052631578947368,0.011156015828913025,0.009896615750034343,0
Ireland,TV Action & Adventure,0.010526315789473684,0.008588027279616064,0.0019382885098576195,0
Ireland,TV Comedies,0.042105263157894736,0.026521848951755495,0.015583414206139241,0
Ireland,TV Dramas,0.07368421052631578,0.03586764334427886,0.03781656718203692,0
Ireland,TV Horror,0.010526315789473684,0.0036204428727793212,0.006905872916694363,0
Ireland,TV Mysteries,0.010526315789473684,0.0047570935421402715,0.0057692222473334125,0
Ireland,Thrillers,0.021052631578947368,0.033931127389071315,-0.012878495810123947,0
Israel,Action & Adventure,0.013333333333333334,0.049760040414246025,-0.03642670708091269,0
Israel,Comedies,0.02666666666666667,0.08339648059274228,-0.05672981392607561,0
Israel,Crime TV Shows,0.06666666666666667,0.02277511156015829,0.04389155510650838,0
Israel,Documentaries,0.08,0.04698156100025259,0.033018438999747414,0
Israel,Docuseries,0.04,0.018354803401532373,0.021645196598467628,0
Israel,Dramas,0.12,0.1346720552328029,-0.014672055232802905,0
Israel,Faith & Spirituality,0.013333333333333334,0.0037467373915972047,0.00958659594173613,0
Israel,Horror Movies,0.02666666666666667,0.01928096320619685,0.007385703460469819,0
Israel,Independent Movies,0.05333333333333334,0.043782099856866215,0.009551233476467122,0
Israel,International Movies,0.18666666666666668,0.14772248884398417,0.0389441778226825,0
Israel,International TV Shows,0.10666666666666667,0.061673823356066346,0.04499284331060033,0
Israel,Romantic TV Shows,0.013333333333333334,0.016165698408689064,-0.0028323650753557302,0
Israel,Sci-Fi & Fantasy,0.013333333333333334,0.015997305716931885,-0.002663972383598551,0
Israel,Sports Movies,0.013333333333333334,0.011156015828913025,0.002177317504420309,0
Israel,TV Action & Adventure,0.05333333333333334,0.008588027279616064,0.04474530605371727,0
Israel,TV Comedies,0.02666666666666667,0.026521848951755495,0.00014481771491117387,0
Israel,TV Dramas,0.08,0.03586764334427886,0.04413235665572114,0
Israel,TV Mysteries,0.013333333333333334,0.0047570935421402715,0.008576239791193062,0
Israel,Thrillers,0.05333333333333334,0.033931127389071315,0.01940220594426202,0
Italy,Action & Adventure,0.02727272727272727,0.049760040414246025,-0.022487313141518753,0
Italy,British TV Shows,0.004545454545454545,0.012882040919424097,-0.008336586373969552,0
Italy,Children & Family Movies,0.013636363636363636,0.035572956133703794,-0.02193659249734016,0
Italy,Classic Movies,0.02727272727272727,0.00635682411383346,0.02091590315889381,0
Italy,Comedies,0.05454545454545454,0.08339648059274228,-0.028851026047287738,0
Italy,Crime TV Shows,0.022727272727272728,0.02277511156015829,-4.783883288556057e-05,0
Italy,Documentaries,0.07727272727272727,0.04698156100025259,0.030291166272474683,0
Italy,Docuseries,0.00909090909090909,0.018354803401532373,-0.009263894310623282,0
Italy,Dramas,0.14545454545454545,0.1346720552328029,0.010782490221742547,0
Italy,Faith & Spirituality,0.004545454545454545,0.0037467373915972047,0.0007987171538573405,0
Italy,Horror Movies,0.013636363636363636,0.01928096320619685,-0.005644599569833214,0
Italy,Independent Movies,0.031818181818181815,0.043782099856866215,-0.0119639180386844,0
Italy,International Movies,0.23636363636363636,0.14772248884398417,0.08864114751965219,0
Italy,International TV Shows,0.05909090909090909,0.061673823356066346,-0.002582914265157256,0
Italy,Kids' TV,0.045454545454545456,0.025090511071819484,0.020364034382725972,0
Italy,LGBTQ Movies,0.004545454545454545,0.004883388060958154,-0.0003379335155036089,0
Italy,Music & Musicals,0.013636363636363636,0.018060116190957314,-0.004423752554593678,0
Italy,Romantic Movies,0.031818181818181815,0.03039488086217058,0.0014233009560112343,0
Italy,Romantic TV Shows,0.00909090909090909,0.016165698408689064,-0.007074789317779974,0
Italy,Sci-Fi & Fantasy,0.004545454545454545,0.015997305716931885,-0.01145185117147734,0
Italy,Spanish-Language TV Shows,0.004545454545454545,0.008503830933737477,-0.003958376388282931,0
Italy,Sports Movies,0.01818181818181818,0.011156015828913025,0.007025802352905156,0
Italy,Stand-Up Comedy,0.01818181818181818,0.014481771491117285,0.003700046690700896,0
Italy,TV Comedies,0.013636363636363636,0.026521848951755495,-0.012885485315391859,0
Italy,TV Dramas,0.05909090909090909,0.03586764334427886,0.02322326574663023,0
Italy,TV Horror,0.004545454545454545,0.0036204428727793212,0.000925011672675224,0
Italy,Teen TV Shows,0.004545454545454545,0.002904773932811316,0.0016406806126432294,0
Italy,Thrillers,0.04090909090909091,0.033931127389071315,0.006977963520019594,0
Jamaica,Dramas,0.3333333333333333,0.1346720552328029,0.19866127810053041,0
Jamaica,International Movies,0.3333333333333333,0.14772248884398417,0.18561084448934914,0
Jamaica,Sports Movies,0.3333333333333333,0.011156015828913025,0.3221773175044203,0
Japan,Action & Adventure,0.07776261937244201,0.049760040414246025,0.028002578958195988,3
Japan,Anime Features,0.08321964529331514,0.003283657489264966,0.07993598780405017,3
Japan,Anime Series,0.19508867667121418,0.008082849204344532,0.18700582746686964,3
Japan,British TV Shows,0.001364256480218281,0.012882040919424097,-0.011517784439205815,3
Japan,Children & Family Movies,0.02592087312414734,0.035572956133703794,-0.009652083009556455,3
Japan,Classic Movies,0.004092769440654843,0.00635682411383346,-0.0022640546731786167,3
Japan,Comedies,0.01227830832196453,0.08339648059274228,-0.07111817227077775,3
Japan,Crime TV Shows,0.021828103683492497,0.02277511156015829,-0.0009470078766657918,3
Japan,Cult Movies,0.001364256480218281,0.003915130083354383,-0.0025508736031361013,3
Japan,Documentaries,0.009549795361527967,0.04698156100025259,-0.03743176563872462,3
Japan,Docuseries,0.002728512960436562,0.018354803401532373,-0.01562629044109581,3
Japan,Dramas,0.03137789904502047,0.1346720552328029,-0.10329415618778243,3
Japan,Horror Movies,0.005457025920873124,0.01928096320619685,-0.013823937285323724,3
Japan,Independent Movies,0.009549795361527967,0.043782099856866215,-0.03423230449533825,3
Japan,International Movies,0.09822646657571624,0.14772248884398417,-0.049496022268267936,3
Japan,International TV Shows,0.20600272851296045,0.061673823356066346,0.14432890515689412,3
Japan,Kids' TV,0.03956343792633015,0.025090511071819484,0.014472926854510668,3
Japan,LGBTQ Movies,0.001364256480218281,0.004883388060958154,-0.003519131580739873,3
Japan,Movies,0.002728512960436562,0.00294687210575061,-0.00021835914531404812,3
Japan,Music & Musicals,0.008185538881309686,0.018060116190957314,-0.009874577309647628,3
Japan,Reality TV,0.01227830832196453,0.011366506693609498,0.0009118016283550315,3
Japan,Romantic Movies,0.009549795361527967,0.03039488086217058,-0.020845085500642613,3
Japan,Romantic TV Shows,0.0286493860845839,0.016165698408689064,0.012483687675894837,3
